1/25 0:26:41|ChromeMainFrame|createBrowserWindowWithListener|constructor called.
1/25 0:26:48|Utils|getURLTracker|urlString = http://172.24.1.4:8086/api/v2/setup, requestOrResponce = response
1/25 0:26:48|ChromeRecordingHttpListener|dumpResponseHeaders|URL is alredy captured. http://172.24.1.4:8086/api/v2/setup
1/25 0:26:48|ChromeRecordingHttpListener|onCompleted |No URL tracker created for request - http://172.24.1.4:8086/api/v2/setup_value: 12

1/25 0:26:48|Utils|getURLTracker|urlString = http://172.24.1.4:8086/favicon.ico, requestOrResponce = response
1/25 0:26:48|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629808331
1/25 0:26:48|Utils|convertToSecond method called|time = 6402.0
1/25 0:26:48|Utils|isSplit|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for Ajax Header = false
1/25 0:26:48|Utils|isSplit|Splitting for method GET = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForTimeDiff|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for time 0.041999999999999815 = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForURLType|Method called.
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplit|isSplitForURLType = false
1/25 0:26:48|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://172.24.1.4:8086/favicon.ico
1/25 0:26:48|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629808331
1/25 0:26:48|Utils|convertToSecond method called|time = 6402.0
1/25 0:26:48|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629808331
1/25 0:26:48|Utils|convertToSecond method called|time = 6402.0
1/25 0:26:48|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\kanhucharan.ghadai\Desktop\recorder\\scripts\workspace/admin/system/cavisson/default/default/scripts/influxdbook\dump\flow\172.24.1.4_8086/
1/25 0:26:48|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
1/25 0:26:48|ChromeRecordingHttpListener|onBeforeSendHeaders for url = http://172.24.1.4:8086/756cfeadfd.svg|method called.
1/25 0:26:48|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
1/25 0:26:48|Utils|getURLTracker|urlString = http://172.24.1.4:8086/756cfeadfd.svg, requestOrResponce = request
1/25 0:26:48|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629808354
1/25 0:26:48|Utils|convertToSecond method called|time = 6425.0
1/25 0:26:48|Utils|isSplit|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for Ajax Header = false
1/25 0:26:48|Utils|isSplit|Splitting for method GET = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForTimeDiff|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for time 0.022999999999999687 = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForURLType|Method called.
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplit|isSplitForURLType = false
1/25 0:26:48|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
1/25 0:26:48|ChromeRecordingHttpListener|onBeforeSendHeaders for url = http://172.24.1.4:8086/e71b678a99.woff2|method called.
1/25 0:26:48|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
1/25 0:26:48|Utils|getURLTracker|urlString = http://172.24.1.4:8086/e71b678a99.woff2, requestOrResponce = request
1/25 0:26:48|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629808378
1/25 0:26:48|Utils|convertToSecond method called|time = 6449.0
1/25 0:26:48|Utils|isSplit|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for Ajax Header = false
1/25 0:26:48|Utils|isSplit|Splitting for method GET = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForTimeDiff|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for time 0.04699999999999971 = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForURLType|Method called.
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplit|isSplitForURLType = false
1/25 0:26:48|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
1/25 0:26:48|ChromeRecordingHttpListener|onBeforeSendHeaders for url = http://172.24.1.4:8086/8a04845132.woff2|method called.
1/25 0:26:48|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
1/25 0:26:48|Utils|getURLTracker|urlString = http://172.24.1.4:8086/8a04845132.woff2, requestOrResponce = request
1/25 0:26:48|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629808384
1/25 0:26:48|Utils|convertToSecond method called|time = 6455.0
1/25 0:26:48|Utils|isSplit|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for Ajax Header = false
1/25 0:26:48|Utils|isSplit|Splitting for method GET = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForTimeDiff|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for time 0.052999999999999936 = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForURLType|Method called.
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplit|isSplitForURLType = false
1/25 0:26:48|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\kanhucharan.ghadai\Desktop\recorder\\scripts\workspace/admin/system/cavisson/default/default/scripts/influxdbook\dump\flow\172.24.1.4_8086/
1/25 0:26:48|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\kanhucharan.ghadai\Desktop\recorder\\scripts\workspace/admin/system/cavisson/default/default/scripts/influxdbook\dump\flow\172.24.1.4_8086/
1/25 0:26:48|Utils|getURLTracker|urlString = http://172.24.1.4:8086/756cfeadfd.svg, requestOrResponce = response
1/25 0:26:48|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629808394
1/25 0:26:48|Utils|convertToSecond method called|time = 6465.0
1/25 0:26:48|Utils|isSplit|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for Ajax Header = false
1/25 0:26:48|Utils|isSplit|Splitting for method GET = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForTimeDiff|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for time 0.022999999999999687 = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForURLType|Method called.
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplit|isSplitForURLType = false
1/25 0:26:48|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://172.24.1.4:8086/756cfeadfd.svg
1/25 0:26:48|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629808394
1/25 0:26:48|Utils|convertToSecond method called|time = 6465.0
1/25 0:26:48|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629808394
1/25 0:26:48|Utils|convertToSecond method called|time = 6465.0
1/25 0:26:48|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
1/25 0:26:48|ChromeRecordingHttpListener|onBeforeSendHeaders for url = http://172.24.1.4:8086/health|method called.
1/25 0:26:48|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
1/25 0:26:48|Utils|getURLTracker|urlString = http://172.24.1.4:8086/health, requestOrResponce = request
1/25 0:26:48|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629808400
1/25 0:26:48|Utils|convertToSecond method called|time = 6471.0
1/25 0:26:48|Utils|isSplit|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for Ajax Header = false
1/25 0:26:48|Utils|isSplit|Splitting for method GET = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForTimeDiff|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for time 0.006000000000000227 = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForURLType|Method called.
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplit|isSplitForURLType = false
1/25 0:26:48|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
1/25 0:26:48|ChromeRecordingHttpListener|onBeforeSendHeaders for url = http://172.24.1.4:8086/e71b678a99.woff2|method called.
1/25 0:26:48|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
1/25 0:26:48|Utils|getURLTracker|urlString = http://172.24.1.4:8086/e71b678a99.woff2, requestOrResponce = request
1/25 0:26:48|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629808418
1/25 0:26:48|Utils|convertToSecond method called|time = 6489.0
1/25 0:26:48|Utils|isSplit|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for Ajax Header = false
1/25 0:26:48|Utils|isSplit|Splitting for method GET = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForTimeDiff|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for time 0.02400000000000002 = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForURLType|Method called.
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplit|isSplitForURLType = false
1/25 0:26:48|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\kanhucharan.ghadai\Desktop\recorder\\scripts\workspace/admin/system/cavisson/default/default/scripts/influxdbook\dump\flow\172.24.1.4_8086/
1/25 0:26:48|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
1/25 0:26:48|ChromeRecordingHttpListener|onBeforeSendHeaders for url = http://172.24.1.4:8086/8a04845132.woff2|method called.
1/25 0:26:48|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
1/25 0:26:48|Utils|getURLTracker|urlString = http://172.24.1.4:8086/8a04845132.woff2, requestOrResponce = request
1/25 0:26:48|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629808428
1/25 0:26:48|Utils|convertToSecond method called|time = 6499.0
1/25 0:26:48|Utils|isSplit|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for Ajax Header = false
1/25 0:26:48|Utils|isSplit|Splitting for method GET = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForTimeDiff|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for time 0.03399999999999981 = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForURLType|Method called.
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplit|isSplitForURLType = false
1/25 0:26:48|Utils|getURLTracker|urlString = http://172.24.1.4:8086/8a04845132.woff2, requestOrResponce = response
1/25 0:26:48|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629808497
1/25 0:26:48|Utils|convertToSecond method called|time = 6568.0
1/25 0:26:48|Utils|isSplit|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for Ajax Header = false
1/25 0:26:48|Utils|isSplit|Splitting for method GET = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForTimeDiff|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for time 0.03399999999999981 = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForURLType|Method called.
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplit|isSplitForURLType = false
1/25 0:26:48|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://172.24.1.4:8086/8a04845132.woff2
1/25 0:26:48|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629808497
1/25 0:26:48|Utils|convertToSecond method called|time = 6568.0
1/25 0:26:48|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629808497
1/25 0:26:48|Utils|convertToSecond method called|time = 6568.0
1/25 0:26:48|Utils|getURLTracker|urlString = http://172.24.1.4:8086/health, requestOrResponce = response
1/25 0:26:48|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629808505
1/25 0:26:48|Utils|convertToSecond method called|time = 6576.0
1/25 0:26:48|Utils|isSplit|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for Ajax Header = false
1/25 0:26:48|Utils|isSplit|Splitting for method GET = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForTimeDiff|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for time -0.09699999999999953 = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForURLType|Method called.
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplitForURLType|value = true
1/25 0:26:48|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split page url for URL type = http://172.24.1.4:8086/health
1/25 0:26:48|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629808505
1/25 0:26:48|Utils|convertToSecond method called|time = 6576.0
1/25 0:26:48|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629808505
1/25 0:26:48|Utils|convertToSecond method called|time = 6576.0
1/25 0:26:48|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\kanhucharan.ghadai\Desktop\recorder\\scripts\workspace/admin/system/cavisson/default/default/scripts/influxdbook\dump\flow\172.24.1.4_8086/
1/25 0:26:48|Utils|getURLTracker|urlString = http://172.24.1.4:8086/e71b678a99.woff2, requestOrResponce = response
1/25 0:26:48|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629808523
1/25 0:26:48|Utils|convertToSecond method called|time = 6594.0
1/25 0:26:48|Utils|isSplit|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for Ajax Header = false
1/25 0:26:48|Utils|isSplit|Splitting for method GET = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForTimeDiff|Method called.
1/25 0:26:48|Utils|isSplit|Splitting for time -0.08699999999999974 = false
1/25 0:26:48|Utils|isSplit|result = false
1/25 0:26:48|Utils|isSplitForURLType|Method called.
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplitForURLType|value = false
1/25 0:26:48|Utils|isSplit|isSplitForURLType = false
1/25 0:26:48|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://172.24.1.4:8086/e71b678a99.woff2
1/25 0:26:48|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629808523
1/25 0:26:48|Utils|convertToSecond method called|time = 6594.0
1/25 0:26:48|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629808523
1/25 0:26:48|Utils|convertToSecond method called|time = 6594.0
1/25 0:26:48|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\kanhucharan.ghadai\Desktop\recorder\\scripts\workspace/admin/system/cavisson/default/default/scripts/influxdbook\dump\flow\172.24.1.4_8086/
1/25 0:26:48|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\kanhucharan.ghadai\Desktop\recorder\\scripts\workspace/admin/system/cavisson/default/default/scripts/influxdbook\dump\flow\172.24.1.4_8086/
1/25 0:26:50|ChromeCClickListener|handleEvent|Method Called.
1/25 0:26:50|ChromeCClickListener|dumpEvent|Method Called. Event Type: value: "click"

 Tag Name = INPUT
1/25 0:26:50|Utils|setRecordingComments|method called.
1/25 0:26:52|ChromeCClickListener|handleEvent|Method Called.
1/25 0:26:52|ChromeCClickListener|dumpEvent|Method Called. Event Type: value: "click"

 Tag Name = BUTTON
1/25 0:26:52|ChromeCClickListener|addBtnElement|Method Called.
1/25 0:26:52|Utils|setRecordingComments|method called.
1/25 0:26:52|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
1/25 0:26:52|ChromeRecordingHttpListener|onBeforeSendHeaders for url = http://172.24.1.4:8086/api/v2/signin|method called.
1/25 0:26:52|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
1/25 0:26:52|Utils|getURLTracker|urlString = http://172.24.1.4:8086/api/v2/signin, requestOrResponce = request
1/25 0:26:52|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629812898
1/25 0:26:52|Utils|convertToSecond method called|time = 10969.0
1/25 0:26:52|Utils|isSplit|Method called.
1/25 0:26:52|Utils|isSplit|Splitting for Ajax Header = false
1/25 0:26:52|Utils|isSplit|Splitting for method POST = true
1/25 0:26:52|Utils|isSplit|result = true
1/25 0:26:52|ChromeRecordingHttpListener|dumpRequestHeaders|Auto split page url for ajax call or method = http://172.24.1.4:8086/api/v2/signin
1/25 0:26:53|Utils|getURLTracker|urlString = http://172.24.1.4:8086/api/v2/signin, requestOrResponce = response
1/25 0:26:53|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629813176
1/25 0:26:53|Utils|convertToSecond method called|time = 11247.0
1/25 0:26:53|Utils|isSplit|Method called.
1/25 0:26:53|Utils|isSplit|Splitting for Ajax Header = false
1/25 0:26:53|Utils|isSplit|Splitting for method POST = true
1/25 0:26:53|Utils|isSplit|result = true
